City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
477,Solnechnyy,RU,50.7214,136.6319,21.67,67,59,11.88,broken clouds
478,Goderich,CA,43.7501,-81.7165,47.91,71,88,14.97,overcast clouds
479,Vilhena,BR,-12.7406,-60.1458,80.82,69,0,5.75,clear sky
480,Phalombe,MW,-15.8064,35.6507,79.68,73,100,0.94,light rain
481,Kaputa,ZM,-8.4689,29.6619,79.68,66,54,2.95,broken clouds
482,Miandrivazo,MG,-19.5167,45.4667,91.38,39,19,4.68,few clouds
483,Dryden,CA,49.7833,-92.7503,32.29,100,100,20.71,overcast clouds
484,Hofn,IS,64.2539,-15.2082,35.62,38,20,29.93,few clouds
485,Maykor,RU,59.0059,55.88,35.35,88,100,10.04,overcast clouds
486,Shellbrook,CA,53.2168,-106.4011,22.23,92,100,3.76,overcast clouds
487,Lamesa,US,32.7376,-101.951,44.53,27,0,17.65,clear sky
488,Washington,US,47.5001,-120.5015,31.57,68,0,4.27,clear sky
489,Heide,DE,54.2,9.1,48.96,92,100,20.38,overcast clouds
490,Majene,ID,-3.5403,118.9707,78.96,79,100,0.81,overcast clouds
491,Mackay,AU,-21.15,149.2,74.68,72,5,12.39,clear sky
492,Holland,US,42.7875,-86.1089,52.02,73,100,11.5,moderate rain
493,Saint-Francois,FR,46.4154,3.9054,56.64,67,100,8.05,overcast clouds
494,Ucluelet,CA,48.9329,-125.5528,37.71,91,99,7.38,overcast clouds
495,Sinnamary,GF,5.3833,-52.95,79.29,84,100,10.16,overcast clouds
496,Zyryanovsk,KZ,49.7386,84.2719,33.93,98,98,0.65,overcast clouds
497,Taltal,CL,-25.4,-70.4833,69.66,59,42,1.79,scattered clouds
498,Alofi,NU,-19.0595,-169.9187,69.69,100,56,2.3,broken clouds
499,Quatre Cocos,MU,-20.2078,57.7625,81.09,78,100,14.05,overcast clouds
500,Nena,PH,11.7658,125.4178,77.79,92,100,7.65,overcast clouds
501,Oussouye,SN,12.485,-16.5469,93.38,22,3,9.17,clear sky
502,Almenara,BR,-16.1836,-40.6944,86.97,53,49,3.91,scattered clouds
503,Vicosa,BR,-20.7539,-42.8819,78.19,82,100,1.03,overcast clouds
504,Aykhal,RU,66.0,111.5,-0.18,100,100,6.58,overcast clouds
505,Alexandria,EG,31.2156,29.9553,70.05,63,1,12.03,clear sky
506,Calama,CL,-22.4667,-68.9333,63.09,13,75,18.41,broken clouds
507,Raigarh,IN,21.9,83.4,90.68,14,0,5.97,clear sky
508,Jacksonville,US,30.3322,-81.6556,77.11,89,75,10.36,mist
509,Fallon,US,39.4735,-118.7774,26.47,50,0,5.75,clear sky
510,Point Pedro,LK,9.8167,80.2333,84.22,68,72,6.82,broken clouds
511,Saint-Joseph,RE,-21.3667,55.6167,80.98,84,100,14.29,overcast clouds
512,Kungurtug,RU,50.5994,97.5228,34.38,92,23,2.01,few clouds
513,Accrington,GB,53.7538,-2.3586,53.22,79,96,10.0,overcast clouds
514,Shirokiy,RU,49.758,129.523,17.96,78,18,11.16,few clouds
515,Savannah Bight,HN,16.45,-85.85,80.26,79,8,21.85,clear sky
516,Maceio,BR,-9.6658,-35.7353,85.44,58,75,6.91,broken clouds
517,Mangai,CD,-4.05,19.5333,89.51,47,100,2.13,overcast clouds
518,Dingli,MT,35.8614,14.3822,60.82,88,75,18.41,broken clouds
519,Halifax,CA,44.6453,-63.5724,43.21,42,20,8.05,few clouds
520,Kemijarvi,FI,66.7131,27.4306,33.94,85,100,12.03,light snow
521,Aklavik,CA,68.2191,-135.0107,-0.4,55,40,10.36,scattered clouds
522,Biak,ID,-0.9131,122.8766,76.8,83,100,0.34,overcast clouds
523,Megion,RU,61.0296,76.1136,32.02,85,100,21.74,light snow
524,Jogbani,IN,26.4167,87.25,88.45,38,5,8.66,clear sky
525,Jaleswar,NP,26.6471,85.8008,90.77,26,0,7.81,clear sky
526,Pacifica,US,37.6138,-122.4869,58.33,74,0,9.22,mist
527,Killybegs,IE,54.6333,-8.45,49.71,71,34,28.03,scattered clouds
528,Conceicao Do Araguaia,BR,-8.2578,-49.2647,83.19,72,100,1.21,overcast clouds
529,Guangyuan,CN,32.442,105.823,62.65,72,41,3.22,scattered clouds
530,Broome,US,42.2506,-75.833,48.7,80,100,5.75,mist
531,Lyamino,RU,58.2839,57.725,35.62,83,100,10.07,overcast clouds
532,Garchitorena,PH,13.8804,123.6946,78.96,88,100,11.25,overcast clouds
533,Rantauprapat,ID,2.1,99.8333,75.99,95,79,3.47,broken clouds
534,Businga,CD,3.3333,20.8833,89.76,45,100,3.11,overcast clouds
535,Strathmore,CA,51.0501,-113.3852,34.86,63,41,11.5,scattered clouds
536,Iralaya,HN,15.0,-83.2333,80.24,80,100,11.5,overcast clouds
537,Darhan,MN,49.4867,105.9228,52.29,36,79,6.58,broken clouds
538,Arucas,ES,28.1198,-15.5233,65.82,59,64,11.52,broken clouds
539,Murygino,RU,58.7383,49.4582,34.02,98,100,10.58,light snow
540,Port Hardy,CA,50.6996,-127.4199,41.0,93,75,11.5,broken clouds
541,Revda,RU,56.801,59.9303,34.99,74,100,9.04,overcast clouds
542,Formosa,AR,-26.1775,-58.1781,73.38,94,75,6.91,broken clouds
543,Tukrah,LY,32.5341,20.5791,83.48,34,82,3.67,broken clouds
544,Saint-Pierre,RE,-21.3393,55.4781,82.08,73,75,21.85,broken clouds
545,Honningsvag,NO,70.9821,25.9704,35.35,64,40,21.85,scattered clouds
546,Plekhanovo,RU,52.6271,39.8568,37.67,92,100,6.67,overcast clouds
547,Soe,ID,-9.8607,124.284,66.04,93,98,2.46,overcast clouds
548,Yulara,AU,-25.2406,130.9889,76.84,44,0,12.66,clear sky
549,Qunduz,AF,36.729,68.857,85.39,21,1,5.82,clear sky
550,Banjar,ID,-8.19,114.9675,77.22,89,18,5.79,few clouds
551,Altay,CN,47.8667,88.1167,47.8,45,73,9.37,broken clouds
552,Reconquista,AR,-29.15,-59.65,74.95,76,2,5.79,clear sky
553,Umm Kaddadah,SD,13.6017,26.6876,104.43,7,65,16.69,broken clouds
554,Dauphin,CA,51.1494,-100.0502,32.14,94,100,17.27,overcast clouds
555,Najran,SA,17.4924,44.1277,90.25,5,0,15.1,clear sky
556,Nurota,UZ,40.5614,65.6886,78.69,26,100,10.89,overcast clouds
557,Westerland,DE,54.9079,8.3033,47.01,87,100,21.85,overcast clouds
558,Pemberton,CA,50.3164,-122.8027,28.09,94,88,1.63,overcast clouds
559,Bonavista,CA,48.6499,-53.1147,32.49,97,100,30.33,light snow
560,Ilesha,NG,7.1371,5.2583,98.22,36,99,5.55,overcast clouds
561,Talara,PE,-4.5772,-81.2719,72.36,73,0,18.41,clear sky
562,Llandrindod Wells,GB,52.2416,-3.3787,51.3,90,100,19.42,overcast clouds
563,Abadan,IR,30.3392,48.3043,94.95,11,0,6.91,clear sky
564,Falmouth,GB,50.1544,-5.0711,56.3,87,75,25.32,broken clouds
565,Amalapuram,IN,16.5833,82.0167,80.17,72,98,5.01,overcast clouds
566,Lac Du Bonnet,CA,50.2536,-96.0612,32.47,97,100,12.97,light snow
567,The Valley,AI,18.217,-63.0578,81.82,69,40,18.41,scattered clouds
568,Port-Cartier,CA,50.0334,-66.8654,32.11,78,9,9.91,clear sky
569,Namibe,AO,-15.1961,12.1522,78.48,65,13,15.28,few clouds
570,Ancud,CL,-41.8697,-73.8203,59.23,97,100,17.22,light rain
571,Yarada,IN,17.65,83.2667,84.52,74,40,4.61,mist
572,Knysna,ZA,-34.0363,23.0471,64.58,65,41,20.51,light rain
573,Tilichiki,RU,60.4667,166.1,-0.99,83,0,7.83,clear sky
574,Chinsali,ZM,-10.5414,32.0816,77.63,67,50,3.69,light rain
575,Sisimiut,GL,66.9395,-53.6735,26.24,91,100,8.61,overcast clouds
576,Tsiroanomandidy,MG,-18.7667,46.0333,81.34,55,48,3.78,scattered clouds
577,Senanga,ZM,-16.1167,23.2667,81.45,57,100,4.94,overcast clouds
578,Agadir,MA,30.4202,-9.5982,68.45,51,11,12.62,few clouds
579,Konstantinovka,RU,49.6167,127.9833,22.64,75,90,8.39,overcast clouds
580,Ushtobe,KZ,45.2514,77.9838,76.89,24,70,4.09,broken clouds
581,Richmond,US,37.5538,-77.4603,58.06,94,100,10.36,overcast clouds
582,West Fargo,US,46.875,-96.9004,34.02,90,100,28.77,overcast clouds
583,Jadu,LY,31.953,12.0261,97.11,8,6,24.76,clear sky
584,Mugan,CN,35.9404,101.3842,51.42,16,0,1.79,clear sky
585,Linxia,CN,35.6003,103.2064,56.64,16,2,2.39,clear sky
586,Hovd,MN,48.0056,91.6419,52.59,24,6,2.35,clear sky
587,Cabinda,AO,-5.55,12.2,86.14,66,75,6.91,broken clouds
588,Thanh Hoa,VN,19.8,105.7667,70.18,66,6,4.43,clear sky
589,Crato,BR,-7.2342,-39.4094,82.11,74,75,6.91,broken clouds
590,Nabire,ID,-3.3667,135.4833,76.87,92,100,3.85,overcast clouds
591,Nushki,PK,29.5542,66.0215,88.43,12,3,16.22,clear sky
592,Gambela,ET,8.25,34.5833,104.07,20,10,7.9,clear sky
593,Verkhoturye,RU,58.8627,60.8054,37.65,74,81,9.73,broken clouds
594,Henties Bay,NA,-22.116,14.2845,66.42,69,0,11.86,clear sky
595,Tiznit,MA,29.5833,-9.5,55.94,60,100,11.45,overcast clouds
596,Stykkisholmur,IS,65.0757,-22.7297,27.57,61,98,19.44,overcast clouds
597,Cockburn Town,TC,21.4612,-71.1419,78.51,75,0,18.54,clear sky
598,Beringovskiy,RU,63.05,179.3167,-4.7,81,14,13.04,few clouds
599,Macon,US,39.8667,-88.9668,44.87,100,100,6.91,light rain
600,Campos,BR,-21.75,-41.3,82.45,69,75,18.41,broken clouds
601,Arcachon,FR,44.5875,-1.0519,57.52,76,100,9.22,overcast clouds
602,Krasnoselkup,RU,65.7,82.4667,24.49,92,100,19.62,overcast clouds
603,Paita,PE,-5.0892,-81.1144,71.11,77,82,10.27,broken clouds
604,Polunochnoye,RU,60.8697,60.4153,34.27,78,8,7.31,clear sky
605,Grahamstown,ZA,-33.3042,26.5328,59.95,36,36,19.84,scattered clouds
606,Kamiiso,JP,41.8167,140.65,33.78,71,8,5.75,clear sky
607,Moron,AR,-34.6534,-58.6198,71.78,68,0,5.82,clear sky
608,Kamina,CD,-8.7386,24.9906,82.96,53,100,0.29,overcast clouds
609,San Jeronimo,PE,-11.9472,-75.2829,48.88,75,67,2.06,broken clouds
610,Taoudenni,ML,22.6783,-3.9836,92.71,11,7,12.17,clear sky
611,Yatou,CN,37.15,122.3833,40.48,57,57,3.58,broken clouds
612,Niquelandia,BR,-14.4739,-48.4597,86.13,42,0,3.11,clear sky
613,Iranshahr,IR,27.2025,60.6848,98.94,9,0,18.41,clear sky
614,Santa Lucia,ES,27.9117,-15.5407,60.12,45,75,20.71,broken clouds
615,Ola,RU,59.5833,151.2833,23.14,75,100,23.87,overcast clouds
616,Urumqi,CN,43.801,87.6005,70.75,14,0,2.24,clear sky
617,Hammerfest,NO,70.6634,23.6821,32.45,69,40,23.02,scattered clouds
618,Houma,US,29.5958,-90.7195,75.99,93,100,9.22,mist
619,Klaksvik,FO,62.2266,-6.589,32.92,67,100,34.76,snow
620,Vilcun,CL,-38.65,-72.2333,48.94,86,65,1.3,broken clouds
621,Pyaozerskiy,RU,65.8333,31.1667,31.46,97,100,6.78,snow
622,Cozumel,MX,20.5083,-86.9458,81.95,87,40,7.0,scattered clouds
623,Vostok,RU,46.4856,135.8833,21.54,71,100,8.97,overcast clouds
624,Canandaigua,US,42.8742,-77.288,51.57,76,100,1.99,overcast clouds
625,Kiama,AU,-34.6833,150.8667,66.58,92,100,11.99,light rain
626,Codrington,AU,-38.2667,141.9667,55.4,92,5,6.11,clear sky
627,Micomeseng,GQ,2.1462,10.6164,91.65,43,94,0.78,overcast clouds
628,Honiara,SB,-9.4333,159.95,77.04,97,100,8.34,heavy intensity rain
629,Guadalupe Y Calvo,MX,26.1,-106.9667,39.07,52,0,5.88,clear sky
630,Nishihara,JP,26.1842,127.7558,67.28,66,75,8.05,broken clouds
631,Asau,RO,46.4333,26.4,67.95,31,58,10.07,broken clouds
632,Jalapa,MX,19.5333,-96.9167,68.72,32,6,5.77,clear sky
633,Santander,ES,43.4647,-3.8044,57.6,66,0,11.5,clear sky
634,Crowley,US,30.2141,-92.3746,75.27,92,100,13.0,overcast clouds
635,Sinegorye,RU,62.0788,150.477,-0.26,100,100,0.27,overcast clouds
636,Kampong Thum,KH,12.7111,104.8887,82.2,67,53,4.92,broken clouds
637,Darlowo,PL,54.421,16.4107,46.4,87,100,25.43,overcast clouds
638,Hornepayne,CA,49.2138,-84.7705,34.75,90,100,13.53,overcast clouds
639,Melfi,IT,40.9965,15.6514,55.96,61,54,2.64,broken clouds
640,Mudgee,AU,-32.5943,149.5871,63.79,77,100,8.05,overcast clouds
641,Haines Junction,CA,60.7522,-137.5108,26.55,68,76,2.3,broken clouds
642,Saint-Leu,RE,-21.15,55.2833,81.46,83,100,8.95,light rain
643,Taktaharkany,HU,48.0833,21.1333,61.63,58,52,14.43,broken clouds
644,Myaundzha,RU,63.0494,147.1858,-5.69,97,100,3.91,overcast clouds
645,Badou,TG,7.5833,0.6,92.73,49,90,4.36,overcast clouds
646,Quthing,LS,-30.4,27.7003,65.98,31,0,19.8,clear sky
647,Tokur,RU,53.1333,132.9,9.45,95,100,3.62,overcast clouds
648,Ouango,CF,4.3133,22.5552,94.59,37,100,4.92,overcast clouds
649,Kristiinankaupunki,FI,62.2743,21.376,30.45,90,100,13.89,light snow
650,Aden,YE,12.7794,45.0367,82.6,70,0,16.02,clear sky
651,Deer Lake,CA,49.1667,-57.4316,35.46,75,75,9.22,broken clouds
652,Arkadelphia,US,34.1209,-93.0538,60.57,74,100,18.41,overcast clouds
653,Jurm,AF,36.8648,70.8342,69.35,24,9,5.84,clear sky
654,Dandong,CN,40.1292,124.3947,42.78,34,100,4.21,overcast clouds
655,Lodwar,KE,3.1191,35.5973,98.64,22,49,18.21,scattered clouds
656,Long Xuyen,VN,10.3833,105.4167,78.75,66,99,7.14,overcast clouds
657,Along,IN,28.1667,94.7667,67.93,96,56,0.56,broken clouds
658,Robertsport,LR,6.7533,-11.3686,80.55,78,100,8.88,overcast clouds
659,Nouadhibou,MR,20.931,-17.0347,76.98,33,0,21.85,sand
660,Vangaindrano,MG,-23.35,47.6,81.07,81,9,6.02,light rain
661,Basco,PH,20.4487,121.9702,74.66,74,96,22.3,overcast clouds
662,Bud,US,39.447,-86.1758,51.85,98,100,11.3,overcast clouds
663,Deputatskiy,RU,69.3,139.9,-19.37,100,82,1.36,broken clouds
664,Asfi,MA,32.2994,-9.2372,60.6,65,15,9.91,few clouds
665,Qaqortoq,GL,60.7167,-46.0333,32.05,66,77,0.31,broken clouds
666,Mareeba,AU,-17.0,145.4333,74.12,91,13,2.04,few clouds
667,Leshukonskoye,RU,64.8989,45.7622,35.06,76,100,12.21,overcast clouds
668,Vanavara,RU,60.34,102.2797,34.18,98,100,7.83,overcast clouds
669,Alekseyevsk,RU,57.8406,108.3492,31.46,97,100,5.41,light snow
670,Tocopilla,CL,-22.092,-70.1979,70.9,61,64,4.0,broken clouds
671,Kirakira,SB,-10.4544,161.9205,79.0,87,100,8.01,light rain
672,Baghmara,IN,23.795,86.2085,92.93,5,0,7.72,clear sky
673,Gazimurskiy Zavod,RU,51.5461,118.3266,16.52,49,0,2.8,clear sky
674,Griffith,US,41.5284,-87.4237,48.13,92,100,8.05,moderate rain
675,Luena,AO,-11.7833,19.9167,80.78,74,40,6.91,scattered clouds
676,Ikauna,IN,27.55,81.9667,91.81,6,100,7.2,overcast clouds
677,Mutuipe,BR,-13.2286,-39.5047,83.48,56,29,5.57,scattered clouds
678,Santa Fe,AR,-31.6333,-60.7,76.01,73,7,5.01,light rain
679,Lianzhou,CN,24.7811,112.3825,67.62,71,43,4.56,scattered clouds
680,Santa Cruz Del Sur,CU,20.7147,-77.9956,78.3,77,1,5.66,clear sky
681,Kushiro,JP,42.975,144.3747,35.42,81,15,8.05,few clouds
682,Villamontes,BO,-21.25,-63.5,76.44,73,40,0.0,scattered clouds
683,Plouzane,FR,48.3833,-4.6167,55.45,88,100,21.85,overcast clouds
684,Bonfim,BR,3.0833,-59.95,83.16,52,97,8.1,overcast clouds
685,Key West,US,24.5557,-81.7826,84.2,79,20,13.8,few clouds
686,San Antonio Del Tequendama,CO,4.6189,-74.3539,70.5,74,96,1.86,overcast clouds
687,Kropotkin,RU,45.4375,40.5756,52.81,66,77,5.19,broken clouds
688,Necochea,AR,-38.5473,-58.7368,69.33,46,21,13.91,few clouds
689,Xinxiang,CN,35.3089,113.8672,55.18,48,0,7.85,clear sky
690,Kokuy,RU,52.2037,117.5529,23.77,30,11,2.15,few clouds
691,Altamira,BR,-3.2033,-52.2064,84.29,79,75,2.3,broken clouds
692,Pasni,PK,25.2631,63.471,81.97,64,0,14.9,clear sky
693,Bryan,US,30.6744,-96.37,71.47,75,75,18.41,haze
694,Rock Sound,BS,24.9,-76.2,78.04,76,74,17.78,broken clouds
695,Shubarkuduk,KZ,49.1447,56.4872,54.46,49,100,12.12,overcast clouds
696,Miraflores,MX,19.2167,-98.8083,62.02,25,91,2.28,overcast clouds
697,Mali,GN,12.079,-12.2982,86.45,13,4,8.28,clear sky
698,Yzeure,FR,46.5644,3.355,52.63,84,100,5.64,overcast clouds
699,Vasylivka,UA,47.4369,35.2742,54.01,56,15,8.03,few clouds
700,Sola,VU,-13.8833,167.55,83.05,75,100,17.94,light rain
701,Xiongzhou,CN,25.1167,114.3,69.64,68,100,3.22,overcast clouds
702,Atkarsk,RU,51.8718,45.0078,45.37,95,100,17.29,overcast clouds
703,Sitka,US,57.0531,-135.33,40.89,70,75,11.5,broken clouds
704,Etzatlan,MX,20.7667,-104.0833,52.45,63,84,2.37,broken clouds
705,Log,RU,49.4844,43.8613,51.93,50,100,16.62,overcast clouds
706,Belmonte,BR,-15.8631,-38.8828,80.87,74,35,5.86,scattered clouds
707,Lahad Datu,MY,5.0268,118.327,75.51,91,100,3.24,overcast clouds
708,Kosa,RU,59.9445,54.9977,33.6,93,100,10.04,overcast clouds
709,Bagotville,AU,-28.9833,153.4167,71.42,99,98,5.32,overcast clouds
710,Mina,MX,26.0011,-100.5299,71.01,16,0,7.02,clear sky
711,Aleksandrovsk,RU,59.158,57.5624,39.79,45,100,8.7,overcast clouds
712,Patiya,BD,22.2931,91.9762,84.15,70,40,5.75,haze
713,Sao Francisco,BR,-15.9486,-44.8644,86.83,39,0,4.9,clear sky
714,Tamworth,GB,52.634,-1.6959,53.73,75,100,11.99,overcast clouds
715,Gweru,ZW,-19.45,29.8167,76.89,44,100,4.74,overcast clouds
716,Dingzhou,CN,38.5131,114.9956,48.31,36,0,4.41,clear sky
